Wavelength,ICA1_R1,ICA1_R2,ICA1_R3,ICA2_R1,ICA2_R2,ICA2_R3,ICA3_R1,ICA3_R2,ICA3_R3,ICA4_R1,ICA4_R2,ICA4_R3,ICA5_R1,ICA5_R2,ICA5_R3,ICA6_R1,ICA6_R2,ICA6_R3,ICA7_R1,ICA7_R2,ICA7_R3,INTA1_R1,INTA1_R2,INTA1_R3,INTA2_R1,INTA2_R2,INTA2_R3,INTA3_R1,INTA3_R2,INTA3_R3,IAS1_R1,IAS1_R2,IAS1_R3,IAS2_R1,IAS2_R2,IAS2_R3,IAS3_R1,IAS3_R2,IAS3_R3,IAS4_R1,IAS4_R2,IAS4_R3
350,0.0878547914052514,0.0871142986488935,0.0865229247637591,0.0918823236875889,0.0897345941910727,0.0884828775978902,0.087285178054808,0.0863384756994387,0.0865509130729224,0.0790949554174839,0.077072988310767,0.0770311030578075,0.0709706764964473,0.071429258573444,0.0704939364222359,0.0703686654872177,0.0705788028348277,0.0694570322968362,0.0669410221481928,0.06791095264316,0.0664341452399474,0.0406529442234906,0.0394637563710939,0.0402749402006579,0.0388839694127544,0.0387656171272624,0.0364612448472061,0.0353613978091362,0.0346232706167242,0.0355100864811026,0.0310873563268387,0.0309805784520073,0.0307625207902799,0.199887399753477,0.203748918769093,0.199044463830767,0.23144220085706,0.236187726119987,0.230508281874485,0.290178497429779,0.27609128805508,0.28525867236198
351,0.0884251874450781,0.0874904379898441,0.0868575147162873,0.0921336745900182,0.090027439773405,0.0889269246769457,0.0876669137628404,0.0865819623556464,0.0869044048129694,0.0795494157675005,0.0772654188057254,0.077326314155097,0.0713251163850917,0.0716841313205473,0.0707728589651887,0.0704657571272278,0.0708455768209559,0.0696960631870126,0.0671137893273034,0.0680038651946645,0.0665516175933973,0.0411483477103476,0.0398820732959454,0.0405424340036899,0.0394058215782878,0.0391441129908081,0.0367060938223713,0.0357489702604995,0.0349151327910116,0.0356371580137998,0.0310658666996559,0.0309388675004156,0.0307691790971943,0.199995331241465,0.20388029115675,0.199250352046961,0.234467577975671,0.239307487576664,0.23360993053168,0.29697519416458,0.282715012768137,0.292097605443529
352,0.0888886220632171,0.0878888952294715,0.0874176227639216,0.092493657280043,0.0903615401941557,0.0895129636809368,0.0882173752891695,0.0868991339403442,0.0875015262343621,0.0800458857282909,0.0775621265880294,0.0778272142318468,0.0717057721871738,0.0718751280556025,0.0711269738040611,0.0706830041019652,0.0710151286239491,0.0700811150968173,0.067311950403013,0.0679306116981935,0.066784698118901,0.0415502238645715,0.0402140859072655,0.0407487004373851,0.0397673030888224,0.0394578444197911,0.0368514772346099,0.0359838609425462,0.0350645213247361,0.0356344353648767,0.0310627179008507,0.0309060829023406,0.0310534495403624,0.200125366736033,0.203979307855783,0.199671822912178,0.237496750053773,0.242444012647774,0.236964690843062,0.304164236830135,0.28966769071819,0.299427279886237
353,0.0891896156060056,0.0882949827381222,0.0880219910783625,0.0932001862061463,0.0908481466497058,0.089989718093967,0.0889644965752205,0.0874370642917165,0.0881555084858837,0.0804816532565872,0.0780855815752558,0.0784148578349632,0.0722665974128175,0.0722865406690974,0.0715875186211662,0.0712977608236351,0.0713151152832312,0.070584751075681,0.0674665860051939,0.0680203602243836,0.0670466662366072,0.0419321072010335,0.0406467327901043,0.0411762680302138,0.0400218934572313,0.0398418672521354,0.0372376734455906,0.0361500581499138,0.03521205076033,0.0358712941122539,0.0311689686372154,0.0308402124772189,0.0313808364280978,0.200422792377145,0.204027376133729,0.200004957761186,0.240710665173783,0.245665058655654,0.240383397381335,0.312221257516127,0.297093650454045,0.307143245046062
354,0.0898454591815551,0.0889928559129869,0.0886867010110569,0.09402458123439,0.0915215216681896,0.0907588301514411,0.0895094626801093,0.0879851569722192,0.0886793162963435,0.0811936812547827,0.0785113542243808,0.0786995128232647,0.0725863768584808,0.0727459087974524,0.072050297798392,0.0716151804632174,0.0717176335446915,0.0709051863851133,0.0677494306826491,0.0682241297802755,0.0671086948319487,0.0423965817700584,0.0413175466182308,0.0417413067956056,0.0404696209593118,0.0404692696145083,0.0377820620245796,0.0364703115571095,0.0357057753461961,0.0362130915266237,0.0310230293698216,0.0310207894368083,0.0313027974887291,0.200634483489948,0.204373074608735,0.200038616462416,0.243992267181241,0.249161480219395,0.243572165444223,0.320800574402742,0.305341250619879,0.315452815353388
355,0.0907315477546128,0.0897550344690992,0.0894731521064868,0.0948388491795544,0.0923031725310407,0.0916140236441015,0.0901036433641864,0.0887580453951855,0.0892626748731658,0.0818040933507363,0.0791121215131573,0.07910914473896,0.0730646238523386,0.0732684613936837,0.0725988577021639,0.072096791118823,0.0721637266271668,0.0713136172721143,0.0680734068968281,0.0684375914067999,0.0672730533165918,0.0430450565562997,0.0419749251579179,0.0424375723647087,0.0410623452021564,0.041106529622021,0.0384220344399311,0.0369025903182349,0.0361515645226092,0.0366797525560028,0.0309913179332962,0.0310618503951516,0.03117503332448,0.200869086266011,0.204686396999026,0.20016156778356,0.247414551326705,0.252676641558643,0.246830035786118,0.330084285184303,0.314257258325311,0.324492444920181
356,0.0916968063744979,0.0905447262303605,0.0903775319937323,0.0955961429211756,0.0931846904006959,0.0924681768502455,0.0908511391094221,0.089720240690013,0.0899960573837084,0.0822935614743328,0.0798764415547712,0.0797922333121384,0.0737491243704639,0.0738423922109729,0.0731959445123333,0.0727969964896533,0.0726411377632647,0.0718544151191809,0.0683223503052933,0.0686277154220041,0.0675783811341823,0.0438351290672049,0.0425656676229833,0.0432305775342633,0.0417459619669473,0.0416880248204834,0.0391100472501222,0.0373763231892342,0.036457486289538,0.0372149123568577,0.0311656104314397,0.0309336818462408,0.0311745749256936,0.201164362502627,0.20487206201509,0.20048460904479,0.250979657558038,0.256171500823565,0.250288839804898,0.340204908644683,0.32381957461394,0.33436812671922
357,0.0925308051357932,0.0915763580045369,0.0913016540356553,0.0962993389720834,0.0942550543355383,0.0933709567334012,0.0916629608518614,0.0904827627306113,0.0908435978094557,0.0831036551735728,0.0803843328356162,0.0805508179901996,0.0742165903066404,0.0744062159191898,0.0736133391941094,0.0732221928862583,0.0731926218604264,0.0722617751801968,0.0683021527066555,0.0688453480649101,0.0677136952879046,0.0445352107542247,0.0432916849157943,0.0440352804498298,0.0424666301640867,0.0423585908672437,0.0397995813268141,0.0377762061157901,0.0369194072411911,0.0376408564664,0.0313043829463808,0.0310824403853232,0.0312726345802376,0.20145207674945,0.205116523861055,0.2007640450257,0.254583087359933,0.25988205694759,0.253869659501009,0.351203572851028,0.334143968129342,0.345140203653046
358,0.09343547451755,0.0925407675852855,0.092341069166527,0.0974230872451223,0.0952173687968515,0.0943928176482308,0.0925934592892503,0.0913898573223771,0.0918020099203771,0.0840146981747494,0.0811746566212348,0.0813567343378768,0.0748097700035251,0.0750254595592066,0.0742226896574656,0.073767028562418,0.0737458352615565,0.0727899044978345,0.0684185760863642,0.0690172084705162,0.0678850454981902,0.0451895730314232,0.0439190352459397,0.0449864103727967,0.0430658650923803,0.0429801514694146,0.0406448933929323,0.0381465369847199,0.0372905199871031,0.0381979790505139,0.0312664909604359,0.0310594751502491,0.0313230002172744,0.201749283865969,0.205322330695955,0.201002609017902,0.258230262758498,0.263526879295781,0.257480174314316,0.363206453362549,0.345298471861135,0.356777277232431
359,0.0944988301350419,0.0935305155410146,0.0934478350601153,0.0987044246690715,0.0961882929831791,0.0954930162072474,0.0936439605910605,0.0925290068480612,0.0928639266152742,0.0849827417254012,0.0822533567034995,0.0822338391570839,0.0755605208711666,0.0757092310849628,0.0749935756963557,0.0744027784191232,0.0743530057839067,0.0734395330987806,0.0686720059209044,0.069212144611429,0.0680901523420602,0.0459909095489069,0.0446716703753017,0.0459814075903966,0.0437480887326954,0.0437198950675248,0.0415333184314977,0.0386119739431656,0.0377134532060895,0.0388020041106473,0.0311716922252829,0.0309197496906295,0.0312852216205294,0.202074549592362,0.205520960857187,0.201208556412543,0.261908303858525,0.267114650853678,0.26110695868816,0.376112480817502,0.357314952780076,0.36919098082225
360,0.0957515237367416,0.0947795908620257,0.0945442838762359,0.0996360436855001,0.0974322546873836,0.0966019817275491,0.0948099696677652,0.0938616020251562,0.0940228389622587,0.0860078758915053,0.0833973214639328,0.0832363950891101,0.0763854652891048,0.0764573982671021,0.0757414473693844,0.0749733542609665,0.0751101569572123,0.074114941172963,0.0689043989589783,0.0695478676736894,0.0682580211629786,0.0471446603837549,0.0458982953744867,0.046845319734995,0.0448156368355511,0.0448220864028493,0.0422677902899943,0.0392944936964965,0.0384461613832941,0.0392609508200227,0.0312366227711338,0.0309155886069305,0.0311854469022466,0.202447651091929,0.205805282193558,0.201424461000329,0.265587752707851,0.270784676346628,0.264786461858892,0.389711919413813,0.370181918406632,0.38229987179195
361,0.0969590116883453,0.0960662027892596,0.0958682013165784,0.100846152142347,0.0986794723135033,0.0978872072526811,0.0962776183835359,0.0950267468701783,0.0952664627750541,0.0868719991104866,0.0843892293725255,0.0843429597820418,0.0772850921646432,0.0774120729966383,0.0765217760325034,0.0758200074233634,0.075962780010066,0.0747952077619304,0.0691906760731816,0.0699440529329063,0.068410470258144,0.0480256185167692,0.0470331325669017,0.0477722651031664,0.0456588866951,0.0458466419420621,0.0430725084696439,0.039748500800148,0.0391400619658912,0.0397589517529816,0.0311730336160823,0.0310995784056263,0.0312098125135741,0.202745162310995,0.206278436187247,0.201794302920071,0.269051557133536,0.274644421684238,0.268537010208474,0.404178605192218,0.383746922480553,0.396368616493282
362,0.0982790206231536,0.0973955860093409,0.0972892775507272,0.102220866709572,0.0999478221662723,0.0992716231820746,0.0976497786252339,0.0961847988003995,0.0965808249730664,0.0878823051139479,0.0853832458084051,0.0855195237691486,0.0781891574661053,0.0783741433901037,0.077392685336098,0.076667211686041,0.0767187063188604,0.0755468686366443,0.0694249818550659,0.070238310248017,0.0686406260402507,0.048873864800599,0.0480257406077887,0.0488023277555071,0.0464589039682403,0.0468073067957591,0.0439679589688557,0.0401810390969669,0.0397221878872901,0.0403457026159634,0.0311154831585053,0.0311816203471558,0.0312659814561313,0.20307976896439,0.206703215035861,0.20214635214228,0.272417665674839,0.278393018774024,0.272159920120664,0.419125377598309,0.397728589621761,0.410971634467564
363,0.0998134819789011,0.098803123221255,0.0986711883790771,0.103608365341651,0.101300195261641,0.100647103385286,0.0987041526469209,0.0975045685295345,0.0979492173041698,0.089198258098848,0.086530406959205,0.0867263725770908,0.0790586344228351,0.0791998707725221,0.0783512089781411,0.0773078747076458,0.0773051868285552,0.0763818675798801,0.0695887785507246,0.0703661783583472,0.0689717745246079,0.0499379911766624,0.048966444212084,0.0499244856601744,0.0474165243721636,0.0477850469823887,0.0449347611590908,0.0407817450958485,0.0402295964025907,0.0410185867770916,0.0311958429171319,0.0309952619951918,0.0312628113135776,0.203523623155815,0.206920962811501,0.20235207847329,0.27572997155823,0.281737734610117,0.275446335080157,0.433954312420386,0.411672129619267,0.425487398130886
364,0.101338621937323,0.100375182961198,0.100091802344577,0.105206677971718,0.102879467873227,0.101964787998198,0.100123369723938,0.0989479450656236,0.0994258264414731,0.0902463088816814,0.0878072903443256,0.0879706061385601,0.0800307613947945,0.0801294039838899,0.0792010094757691,0.0781028457750592,0.0781287608441069,0.0770945332496712,0.0700805081635249,0.0706260371328091,0.0691621837867789,0.0510718594033503,0.0501725819432546,0.0510946100894626,0.0484102583636543,0.048878488176106,0.045982246502728,0.0413489184859779,0.0409460128414208,0.0417060617472193,0.0313553583502123,0.0309484954227418,0.0312670108827346,0.203941942631326,0.207232697142887,0.202603438237709,0.278805340723747,0.284749954510909,0.278389970102827,0.448358283245351,0.425003914753215,0.439537885425919
365,0.102822580857567,0.101920237597743,0.101564841791005,0.106721545060651,0.104364463386452,0.103343306355122,0.101589009816695,0.100395352932592,0.100697120985348,0.0914460168391511,0.0890761155541089,0.0890932475045495,0.0808899874658341,0.0810770358299164,0.0801503870271167,0.0788540192597795,0.0789599616417208,0.0778875039191343,0.0704034788651271,0.0708857885125959,0.0694344106633384,0.0522121865706996,0.0512294525787312,0.0522853929080302,0.0494072983931615,0.0498452342789908,0.0470231365610745,0.0419548671149522,0.0415111702056253,0.0424361239852049,0.0313548198774442,0.0309439580451516,0.0312890337971206,0.204236284610361,0.207473534117128,0.202900460713034,0.281461827832611,0.287398605469736,0.28102942738506,0.461946112165276,0.437896094942493,0.452935556794838
366,0.104370800612431,0.103459834241601,0.103128044764137,0.108170344840616,0.105768919545883,0.104851374459844,0.103007409272269,0.1018405478847,0.101851495898161,0.0928758434794268,0.0903276128172682,0.0901857931814136,0.0817076902113967,0.082050356850972,0.0812400975459834,0.079582285811304,0.0797597539880125,0.0788175749986695,0.0705094371760046,0.0711196942218629,0.0698229178808686,0.0533686689534507,0.0521532347741599,0.0534735240782286,0.0504404961043392,0.0507283596972219,0.0480251815834873,0.042633594171993,0.0419365534985083,0.0431452909345775,0.0312526997496122,0.0309508867245791,0.0313620975062756,0.204473951860697,0.207655656746777,0.203243113396782,0.283801665857393,0.289803459738022,0.283487397920416,0.474942142883801,0.450570480176706,0.465921742122307
367,0.106272192960085,0.10530290848432,0.104858301117885,0.109974932992776,0.107550136783295,0.106512676737636,0.104560746729482,0.103417367114822,0.103498088170903,0.094187222222614,0.0917105761096228,0.0916755026223976,0.0829499969904081,0.0831919976210408,0.0823003305624988,0.0806117204537534,0.0807465977967417,0.079769876783226,0.0709229773724866,0.0714466096892071,0.0701275064805002,0.0546421832899482,0.0535123114041133,0.0546129548107984,0.0516409753838571,0.0519365922787487,0.0490007554389087,0.0433861152695546,0.0427120777549981,0.0436141847213142,0.0315123160082977,0.0310356884514213,0.0315792089443665,0.204949495944279,0.208034629744496,0.203658408177702,0.286291892684385,0.29227595612495,0.286026344609107,0.488330950888635,0.463248388340178,0.479313635114928
368,0.108298603856513,0.10717466681475,0.106702213824675,0.111742567951566,0.10929098916516,0.108205236696683,0.106240470154848,0.105093077568531,0.105180193683174,0.0955979318047104,0.0931882523145948,0.0931544867856019,0.0840915203769371,0.0843366924676417,0.0834653672822252,0.0815095548954492,0.0816717964607101,0.0807260373553907,0.0712235871750151,0.0717431413138212,0.0704651358131309,0.0559570434401714,0.0548731342510358,0.056016230905874,0.0527490352936569,0.0531534683839574,0.050179086372301,0.0440314148558229,0.0434709454612321,0.0443235392158774,0.0315605509986691,0.0311132771363146,0.0316032169405251,0.205397951901973,0.208371869829252,0.203936701150912,0.288512580090732,0.294533152035375,0.288186378360397,0.501324304238349,0.475613756605366,0.492253749764729
369,0.110443561070296,0.109155925506892,0.108748633659017,0.113523364211487,0.111096167288281,0.11005861503273,0.108129992696378,0.106892011002222,0.106946046962798,0.0972282525763981,0.094798092352642,0.0946856481691784,0.085139307558812,0.0854977856539478,0.0846950239947935,0.0824000981073362,0.0825834450413818,0.0816880448032993,0.0714093854313004,0.0720310599181567,0.0708137154008019,0.0574306841966603,0.0562831153084818,0.0576542425508406,0.0539616891761684,0.0544125617259975,0.0515441858927459,0.0447114849149341,0.0442140899050043,0.0452266073415246,0.0314905246387541,0.0311451189296902,0.0314969023143752,0.205808762819805,0.208676676898735,0.204155004450472,0.290476957030583,0.296549720674646,0.290024633401481,0.513854838712251,0.487676399359718,0.504710018629314
370,0.112796241746088,0.111469847150668,0.111131931288632,0.11557277037855,0.113277131818927,0.112290227769766,0.110331372191559,0.108866558305012,0.109023293429144,0.0991554249354227,0.0965998610195183,0.0965163317110113,0.0863335455379664,0.0867704719440825,0.0859085143230716,0.0836100506683393,0.08365289111126,0.0826878865719069,0.0716565448516088,0.0723868722208193,0.0711087033786561,0.0592456636176567,0.0579748114896304,0.0593566945670092,0.0556396088339998,0.0558895254637497,0.0529778725065162,0.04568960053731,0.0450776350830982,0.0460623323267818,0.0316373967407854,0.0311210039137811,0.0314979380913994,0.206252215904168,0.20904996158447,0.204509480261683,0.292355217504352,0.298407823101248,0.291826663878195,0.526170321227806,0.499621579289472,0.517059786753563
371,0.115387041503479,0.113975263218076,0.113582850542255,0.11811968427835,0.115678808822471,0.114518593442206,0.112612894366662,0.111047067980006,0.111149352052169,0.101141085344658,0.0984780425753978,0.0985367036223706,0.0878165996752648,0.0881741129613659,0.0874157855687214,0.0847133010506364,0.0848180043608968,0.0838544362292631,0.0721601038732066,0.0727466320586863,0.0714773666604931,0.0611145099492469,0.0598516370727196,0.061192844164331,0.0572873325191529,0.0575935303248758,0.0545427337671512,0.0466313792383659,0.0459506307832259,0.0469631393837553,0.0315526700476383,0.0311764425053313,0.0315891686240132,0.206528811463202,0.209466669053146,0.20494324537556,0.293897390377697,0.300140699626458,0.293619163762218,0.538086301733594,0.511257617017766,0.52947227818146
372,0.118177875402756,0.116796089251718,0.116254469384706,0.120888148265427,0.118316990865819,0.116936005720839,0.115099235289403,0.113508916064439,0.113488590168454,0.103264219093467,0.100597721261786,0.100722144548491,0.0894687336013877,0.0897959042875428,0.0890153181333534,0.0858653585407855,0.0861271998972339,0.0851125558015416,0.0727074419340873,0.0731465542505068,0.0718284602799082,0.0631606413827831,0.0618539896246525,0.063289194349339,0.0590316011755813,0.0594335572281904,0.0563201559376042,0.0476304477866152,0.0468726366480674,0.0480253744887502,0.0315082212025589,0.0311623859275863,0.0316492277252608,0.206878125273559,0.20985580747124,0.205360984589568,0.295349287727563,0.301685594101469,0.29524526345053,0.549823044799063,0.522518458733524,0.541675790702666
373,0.121194892587813,0.119993675654144,0.119307873923096,0.123678955744351,0.121184201783276,0.119736517685394,0.117900636770957,0.116287237137578,0.116191815157141,0.105625034771778,0.103081071859796,0.103076173646717,0.0911622223665434,0.0916554583655911,0.0905849038804519,0.0872500768431268,0.0876056733189741,0.0864369848569309,0.0731148307340428,0.0736150579125867,0.0721369305975467,0.0654898615471149,0.06398928650438,0.065711838270187,0.0610101259957659,0.0613701178779344,0.0583360428640765,0.0487639075056983,0.0479143824452488,0.0492752823692801,0.0316951721893067,0.0310363458654284,0.0315927265867947,0.207458299282948,0.210239262584505,0.2057145089453,0.296876270535169,0.303061310388956,0.296594575356188,0.561437260606688,0.533376864330547,0.553349265566318
374,0.124703087553555,0.123217666334373,0.122622346706763,0.126899417966294,0.124048245422776,0.122709637069374,0.120823629774797,0.119266224985463,0.1190771851743,0.108156099983126,0.105731044576575,0.105642328283938,0.0929020249981953,0.093492429730142,0.0926408025092529,0.0887924140208017,0.0891379859546102,0.0881503370450152,0.0735932366912795,0.0740957918600823,0.0727865849792537,0.0678549692362646,0.066501535887658,0.0682645470605451,0.0629685376575338,0.063631660892234,0.0603935716855568,0.0497470503656699,0.0491857442513534,0.0505018411996017,0.0315410362382813,0.0313915943060598,0.0315283050277123,0.207840623351449,0.211075529952402,0.206156358230205,0.298018096785491,0.304696707564652,0.297835460701656,0.572062701418575,0.543812716051686,0.564225035330934
375,0.128407187159145,0.126601653619189,0.12620625778324,0.130183793485916,0.127120672275065,0.12596346750662,0.123916183950391,0.1222206394521,0.122143052791349,0.110928439262959,0.108374340505106,0.108372181626737,0.0948259899546951,0.0953431501110724,0.0946179731513811,0.090372691943211,0.0906583800390318,0.0897490854536713,0.0739736879032319,0.0745482756075676,0.0733251740532603,0.0703142491146008,0.0690152678610855,0.0708884071664565,0.0650285814638866,0.0659158157868338,0.062508488712192,0.0508152953421982,0.0504023163619722,0.0517242948560615,0.0314659915376314,0.0314382523856237,0.0315473883776791,0.208305676355728,0.211595775172339,0.20661762068636,0.299039502850767,0.305858566956897,0.298978100578147,0.581678628130462,0.552995058216066,0.57408757272768
376,0.132196836775798,0.130277580830094,0.130039607315488,0.133499553065528,0.130522512356751,0.129483845403293,0.127198471542012,0.125216277432236,0.125375457269925,0.113921091641403,0.111060210022653,0.111194545543608,0.0969178788906516,0.0972930793223013,0.0963912164480779,0.0919552629226724,0.0921840124496851,0.0911280799924418,0.0743004271894207,0.074990677540073,0.0736306718428691,0.0729238098498856,0.0714580549428739,0.0736022479832275,0.0672725548263332,0.0681279256709675,0.0647117976400364,0.0520476889041212,0.0514949132550805,0.0529748434489737,0.0315744823274249,0.0310575958641227,0.0316412380600118,0.208904891819011,0.211686110792919,0.207068032555697,0.300018141576094,0.30645666684474,0.299999085348703,0.590289854388993,0.560825390084813,0.582896031938874
